%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
2.0, 104.75646770885214, 93.86774898786098, -197.19183501368389, -209.44000736856833, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062317221E9, 0.0, 2024-01-30 13:11:02.317
2.0, 231.6886722049676, 79.62247005663812, -108.53937651403248, -102.18154658935964, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062317221E9, 0.0, 2024-01-30 13:11:02.317
3.0, 232.17298924922943, 48.55512112472206, -234.69181186938658, -243.3235009671189, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062328176E9, 0.0, 2024-01-30 13:11:02.328
3.0, 179.40300087444484, 120.26022297516465, -47.35648318892345, -40.639622868504375, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062328176E9, 0.0, 2024-01-30 13:11:02.328
4.0, -3.543555208016187, 194.60943409428, -48.46723347576335, -32.49973061494529, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062334122E9, 0.0, 2024-01-30 13:11:02.334
4.0, 43.19584448821843, -16.728572501800954, 166.098306782078, 166.8967754226178, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062334122E9, 0.0, 2024-01-30 13:11:02.334
5.0, -131.73797593917698, 89.13677554391325, 379.3062633560039, 378.38437801692635, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062342106E9, 0.0, 2024-01-30 13:11:02.342
5.0, -198.9982066922821, 230.2544205719605, 193.47063455777243, 208.52934172935784, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062342106E9, 0.0, 2024-01-30 13:11:02.342
6.0, 17.04085414810106, -2.737606767565012, -3.9699038029648364, -0.4375682948157191, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062357227E9, 0.0, 2024-01-30 13:11:02.357
6.0, 100.59208910819143, 91.78836461249739, -201.29263531509787, -215.99231209093705, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062357227E9, 0.0, 2024-01-30 13:11:02.357
7.0, 230.22637132229283, 178.99161187931895, -77.84227767772973, -66.63566746050492, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062364208E9, 0.0, 2024-01-30 13:11:02.364
7.0, 251.08753327513114, 74.0350595228374, -112.68692556489259, -105.41095020109788, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062364208E9, 0.0, 2024-01-30 13:11:02.364
8.0, 225.0877487831749, 51.07955359481275, -231.99160410137847, -245.49451289139688, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062372118E9, 0.0, 2024-01-30 13:11:02.372
8.0, 164.90153879625723, 128.2486492805183, -49.895875258836895, -39.09691413678229, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062372118E9, 0.0, 2024-01-30 13:11:02.372
9.0, 3.092897263355553, 182.753951234743, -52.760638624895364, -37.864617101382464, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062388141E9, 0.0, 2024-01-30 13:11:02.388
9.0, 36.69402841525152, -18.381608282215893, 166.7640089741908, 166.78644837392494, -0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062388141E9, 0.0, 2024-01-30 13:11:02.388
10.0, -142.46213906211779, 94.45865318085998, 378.894874360878, 377.8963210727088, -0.04800000227987766, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062394446E9, 0.0, 2024-01-30 13:11:02.394
10.0, -199.38154643774033, 234.61140402033925, 194.86935714120045, 206.2274333066307, -0.04800000227987766, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062394446E9, 0.0, 2024-01-30 13:11:02.394
11.0, 21.26507114805281, 477.6057937913574, -5.873512880410999, -3.4762370088137686, -0.04800000227987766, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062403128E9, 0.0, 2024-01-30 13:11:02.403
11.0, 92.10812605870888, 589.5970979644917, -190.15895314700902, -212.471196282655, -0.04800000227987766, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062403128E9, 0.0, 2024-01-30 13:11:02.403
12.0, 221.82468607183546, 667.7348277387209, -76.26403989642859, -68.1447170926258, -0.04800000227987766, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062418243E9, 0.0, 2024-01-30 13:11:02.418
12.0, 261.0450169071555, 555.208717871923, -114.04076934885234, -102.31244308780879, -0.04800000227987766, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706649062418243E9, 0.0, 2024-01-30 13:11:02.418
